M-AILABS_ita_000337	galatea_07_barrili_f000106	In una città sono istituzioni, monumenti, musei;
M-AILABS_ita_000545	imalavoglia_08_verga_f000258	- disse padron Antoni, facendoli entrare, come se nessuno ne sapesse niente
M-AILABS_ita_000546	ritrattodeldiavolo_02_barrili_f000022	Un'altra cagione di meraviglia tra i cinque scolari di mastro Jacopo era questa
M-AILABS_ita_000547	ritrattodeldiavolo_11_barrili_f000336	perchè, in verità, non c'è dama in tutto il contado, e direi quasi in tutta Pistoia, che possa entrare in paragone con lei.
M-AILABS_ita_000548	ritrattodeldiavolo_08_barrili_f000134	--E il vostro nome, se è lecito saperlo? Io mi chiamo Dardano Acciaiuoli.
M-AILABS_ita_000549	meraviglieduemila_16_salgari_f000003	Il vecchio Jao non si era ingannato.
M-AILABS_ita_000550	mattiapascal_06_pirandello_f000221	- È un giornaluccio di provincia, settimanale, - gli spiegai.
M-AILABS_ita_000551	ritrattodeldiavolo_02_barrili_f000023	che il nuovo venuto si presentava con un quaderno di tocchi in penna, che diceva di aver fatti lui, senza preparazione di studi.
M-AILABS_ita_000552	ritrattodeldiavolo_03_barrili_f000292	e con un'aria di festa che meglio non si sarebbe potuto desiderare.
M-AILABS_ita_000553	meraviglieduemila_06_salgari_f000076	vi hanno riparato le nevi condensate nelle regioni polari.
M-AILABS_ita_000554	imalavoglia_11_verga_f000410	Mena allora chiuse luscio, e andò a sedersi in un angolo insieme alla Lia, la quale piangeva a voce alta.
M-AILABS_ita_000555	la_contessa_di_karolystria_9_ghislanzoni_f000083	l'unico ed ultimo rampollo della stirpe reale, un caro bambinello di due anni, sul quale si appoggiavano tutte le speranze della corona.
M-AILABS_ita_000556	galatea_10_barrili_f000105	laggiù saremo più al largo, e vi parrà di respirare un po' meglio.
M-AILABS_ita_000557	ritrattodeldiavolo_03_barrili_f000140	--Eh, non dubitare, ci sono stato anch'io, in diebus illis; --rispose mastro Jacopo.
M-AILABS_ita_000558	imalavoglia_04_verga_f000180	dicevano che adesso bisognava passare la doglia, a comare Maruzza, e conchiudere quel matrimonio della Mena.
M-AILABS_ita_000559	meraviglieduemila_18_salgari_f000310	Il capitano del Centauro fu il primo ad afferrarla ed a spingersi in alto
M-AILABS_ita_000560	imalavoglia_10_verga_f000165	- A dritta! - gridò padron Antoni, - a dritta! Non è il fanale del molo.
M-AILABS_ita_000561	ritrattodeldiavolo_09_barrili_f000292	--soggiunse egli rabbrividendo istintivamente.
M-AILABS_ita_000562	meraviglieduemila_07_salgari_f000072	- È unaltra razza che non esiste più.
M-AILABS_ita_000563	meraviglieduemila_05_salgari_f000074	Sono incidenti che non commuovono nessuno.
M-AILABS_ita_000564	ritrattodeldiavolo_11_barrili_f000052	Lavorava, il povero e glorioso Spinello, lavorava assiduamente ogni giorno
M-AILABS_ita_000565	mattiapascal_01_pirandello_f000053	che razza di libri quel Monsignore avesse donato al Comune: si riteneva che tutti o quasi dovessero trattare di materie religiose.
M-AILABS_ita_000566	meraviglieduemila_15_salgari_f000124	- Non prova scosse la città quando al di fuori infuria la tempesta? - Nessuna, signore;
M-AILABS_ita_000567	imalavoglia_14_verga_f000404	Intanto lavvocato chiacchierava e chiacchierava che le parole andavano come la carrucola di un pozzo.
M-AILABS_ita_000568	mattiapascal_01_pirandello_f000086	Ma lasciamo star questo.
M-AILABS_ita_000569	galatea_16_barrili_f000293	Vorrei cader qui.
M-AILABS_ita_000570	mattiapascal_17_pirandello_f000338	poi al Caffè dell'Unione, quando don Eligio, ancor tutto esultante, mi presentò redivivo.
M-AILABS_ita_000571	imalavoglia_10_verga_f000261	Pensa che ci hai tutti gli altri sulle spalle, e fa come ho fatto io.
M-AILABS_ita_000572	ritrattodeldiavolo_11_barrili_f000192	surrogando agli strascichi della magniloquenza romana le loro forme grammaticali più snelle e più efficaci nella loro medesima spontaneità,
M-AILABS_ita_000573	mattiapascal_10_pirandello_f000011	Ecco: essa, per esempio, voleva dire starmene lì, di sera, affacciato a una finestra
M-AILABS_ita_000574	imalavoglia_10_verga_f000745	che loro ci stanno colle idee del vostro tempo! Io so che mi hanno rubato venticinque onze di casa mia
M-AILABS_ita_000575	imalavoglia_11_verga_f000083	- Brava SantAgata! - conchiuse il nonno.
M-AILABS_ita_000576	imalavoglia_13_verga_f000340	- Tu sei troppo giovane, e certe cose non devi saperle.
M-AILABS_ita_000577	galatea_12_barrili_f000001	GALATEA DI ANTON GIULIO BARRILI Capitulo Dodicesimo Violino di spalla.
M-AILABS_ita_000578	ritrattodeldiavolo_13_barrili_f000011	pallido, sparuto, coi capegli quasi bianchi, e col cervello in volta.
M-AILABS_ita_000579	galatea_09_barrili_f000123	--Bene, mi raccomando, legnate a tutti, tante legnate da far piangere gli occhi dal ridere.
M-AILABS_ita_000580	galatea_06_barrili_f000172	Le racchette erano a posto sulle due estremità del campo;
M-AILABS_ita_000581	ritrattodeldiavolo_09_barrili_f000116	--Del resto,--continuò Tuccio di Credi,--son casi che si danno.
M-AILABS_ita_000582	ritrattodeldiavolo_05_barrili_f000222	Il giorno dopo, per obbedire al comando di mastro Jacopo, egli era seduto davanti al cavalletto
M-AILABS_ita_000583	la_contessa_di_karolystria_2_ghislanzoni_f000017	Il visconte, vedendo la bestia soffermarsi, emise dal petto un chi va là?
M-AILABS_ita_000584	ritrattodeldiavolo_12_barrili_f000429	ella più innanzi, e pronta ad allontanarsi dal terrazzo;
M-AILABS_ita_000585	galatea_19_barrili_f000113	ridendo per la prima volta del suo bel riso protervo di Galatea;
M-AILABS_ita_000586	galatea_03_barrili_f000083	Se i cani diventano idrofobi, non hanno poi tutti i torti.
M-AILABS_ita_000587	imalavoglia_10_verga_f000496	e quelle pettegole le quali stanno alla finestra ad uccellarli.
M-AILABS_ita_000588	meraviglieduemila_12_salgari_f000126	solcati da canali più o meno larghi e che mandavano in alto un bagliore intenso
M-AILABS_ita_000589	galatea_14_barrili_f000306	Tutto vi sta bene egualmente, lo so;
M-AILABS_ita_000590	mattiapascal_04_pirandello_f000228	a cui non ci fu verso di fare intendere che era stato giubilato dal Comune e che per ciò non doveva più venire alla biblioteca.
M-AILABS_ita_000591	mattiapascal_17_pirandello_f000118	Io non vi conosco! Mi chinai verso Romilda, che piangeva disperatamente, e le porsi la figliuola:
M-AILABS_ita_000592	ritrattodeldiavolo_09_barrili_f000309	Tuccio di Credi ve lo avrà detto, che io....
M-AILABS_ita_000593	mattiapascal_12_pirandello3_f000182	Il quale, senza dubbio, sarebbe stato felicissimo di darle presto marito, non solo per liberarsi del Pantogada che lo vessava
M-AILABS_ita_000594	meraviglieduemila_08_salgari_f000085	- In qual modo? - Mediante un filo che si svolge su un rocchetto, a misura che il treno procede. Ascoltiamo.
M-AILABS_ita_000595	ritrattodeldiavolo_06_barrili_f000005	Molta gente accorreva nel Duomo vecchio, per vedere il povero San Donato, il patrono della città, diventato di tutti i colori.
M-AILABS_ita_000596	ritrattodeldiavolo_09_barrili_f000237	in questa o in quella delle chiese che Spinello decorava de' suoi mirabili affreschi.
M-AILABS_ita_000597	galatea_03_barrili_f000114	Povero Bucino! Ho dovuto rinunciare alla sua educazione compiuta.
M-AILABS_ita_000598	mattiapascal_11_pirandello_f000031	E s'ajuta in tutti i modi il vostro Papiano.
M-AILABS_ita_000599	galatea_01_barrili_f000043	nè bugie, nè stuonature.
M-AILABS_ita_000600	galatea_14_barrili_f000298	L'amico mi ha soggiunto che voi gli diceste assai bene di me, ma con certe restrizioni intorno al mio carattere;
M-AILABS_ita_000601	galatea_19_barrili_f000414	--Un'ora!--esclamò.
M-AILABS_ita_000602	imalavoglia_07_verga_f000301	insieme al suo carro, in mezzo alla gente che gridava coi pugni in aria.
M-AILABS_ita_000603	mattiapascal_04_pirandello_f000289	si voltò verso me, che già non mi potevo più reggere e davo in uno scoppio di risa, e mi domandò:
M-AILABS_ita_000604	mattiapascal_05_pirandello_f000055	si vede che hanno avuto quasi l'intenzione d'innalzare un tempio alla Fortuna, con quelle otto colonne di marmo.
M-AILABS_ita_000605	galatea_15_barrili_f000221	--Oh povero me! per un po' di fortuna!--rispondo umilmente.
M-AILABS_ita_000606	mattiapascal_03_pirandello_f000221	Ora io, guardando Romilda e poi la madre, avevo poc'anzi pensato: Somiglierà al padre!.
M-AILABS_ita_000607	imalavoglia_15_verga_f000270	come il carro se ne andava lentamente sobbalzando sui sassi.
M-AILABS_ita_000608	mattiapascal_05_pirandello_f000131	E chi sa che non sia l'unico, in fondo! Ma la fortuna, non so per quali suoi fini segreti, volle darmi una solenne e memorabile smentita.
M-AILABS_ita_000609	mattiapascal_16_pirandello_f000018	Eppure, eppure, ecco, ricordavo l'altro viaggio, quello da Alenga a Torino: m'ero stimato felice, allo stesso modo, allora.
M-AILABS_ita_000610	imalavoglia_00_verga_f000040	e piegano il capo sotto il piede brutale dei sopravvegnenti, i vincitori doggi,
M-AILABS_ita_000611	meraviglieduemila_01_salgari_f000246	signor Max! Cinque minuti ancora e non assaggiava più il mio pudding.
M-AILABS_ita_000612	imalavoglia_03_verga_f000018	Padron Fortunato Cipolla, mentre gli facevano la barba, nella bottega di Pizzuto
M-AILABS_ita_000613	mattiapascal_15_pirandello_f000392	dissi a Papiano: - Sta bene! - e lo piantai lì, col suocero, avviandomi solo, fosco, senza direzione.
M-AILABS_ita_000614	imalavoglia_12_verga_f000089	sapete che ne sa più di ogni altro del mestiere, e si contenterebbe di poco, ché son proprio senza pane.
M-AILABS_ita_000615	imalavoglia_12_verga_f000110	di quelle che rubano il cuore, e si voltava ad aggiustarsi le cocche del fazzoletto sul mento per vedere se le veniva dietro;
M-AILABS_ita_000616	galatea_17_barrili_f000090	--Lo conosco ancora; --replicò;
M-AILABS_ita_000617	imalavoglia_08_verga_f000036	- Ve lavevo detto io! - aggiunse compare Alfio.
M-AILABS_ita_000618	galatea_19_barrili_f000135	Quanto al puntiglio, è ancora e sempre una ragazza
M-AILABS_ita_000619	imalavoglia_13_verga_f000128	che cercano il pelo nelluovo allora del conto, e gridano e bestemmiano prima di pagare.
M-AILABS_ita_000620	meraviglieduemila_02_salgari_f000136	- Solo noi potevamo sapere che i due addormentati ve li avevano posti
M-AILABS_ita_000621	imalavoglia_04_verga_f000098	- Io dico quel che hai detto tu, che ci levano la camicia di dosso, ci levano! - borbottò compare Turi, mogio mogio.
M-AILABS_ita_000622	meraviglieduemila_04_salgari_f000145	- Credevi di veder il mondo così progredito? - Non mi aspettavo tanto. - E il tuo spleen?
M-AILABS_ita_000623	ritrattodeldiavolo_12_barrili_f000301	E quell'uomo era diventato il suo signore e padrone.
M-AILABS_ita_000624	meraviglieduemila_01_salgari_f000145	colla bocca e le narici turate da uno strato di cera, e che poi risuscitano senza aver laspetto daver sofferto.
M-AILABS_ita_000625	mattiapascal_09_pirandello_f000315	noi italiani ne abbiamo fatto, a modo nostro, un portacenere.
M-AILABS_ita_000626	galatea_05_barrili_f000119	Spesso il suo letto è quasi interamente attraversato da grossi petroni, impedito da balze e scogliere
M-AILABS_ita_000627	galatea_10_barrili_f000345	ma ad un certo punto, vedendo due strade, ho temuto di smarrirmi, e son ritornata.
M-AILABS_ita_000628	meraviglieduemila_09_salgari_f000006	dicendo ai suoi amici: - Siamo sulle rive dellOceano Artico ed il battello-tramvai ci aspetta per attraversare lo Stretto dHudson. Non abbiamo tempo da perdere.
M-AILABS_ita_000629	la_contessa_di_karolystria_3_ghislanzoni_f000109	aveva affidata la puledra perché la conducesse all'albergo della Maga rossa.
M-AILABS_ita_000630	mattiapascal_11_pirandello_f000016	Tutta la differenza, signor Meis, fra la tragedia antica e la moderna consiste in ciò, creda pure: in un buco nel cielo di carta.
M-AILABS_ita_000631	galatea_14_barrili_f000285	Faccio l'uomo, m'irrigidisco sotto la maschera, sto sulla mia;
M-AILABS_ita_000632	ritrattodeldiavolo_10_barrili_f000127	Voi capirete, lettori discreti, che, alla sua età e nella sua condizione di figlia al cospetto del babbo la fanciulla non poteva far altro.
M-AILABS_ita_000633	imalavoglia_13_verga_f000327	Mena sbarrava gli occhi, e impallidiva, senza capir bene quel che ascoltava;
M-AILABS_ita_000634	mattiapascal_03_pirandello_f000184	Romilda, mia nipote.
M-AILABS_ita_000635	mattiapascal_08_pirandello_f000222	 In un tram elettrico, il giorno avanti, m'ero imbattuto in un pover'uomo
M-AILABS_ita_000636	imalavoglia_12_verga_f000087	- Voi che siete tanto ricco, potreste dargli del pane a quel poveraccio di padron Antoni, - soggiungeva Piedipapera.
M-AILABS_ita_000637	ritrattodeldiavolo_03_barrili_f000188	gittò un bacio laggiù, sulla punta delle dita, e col bacio una ardente preghiera, una giaculatoria mentale.
M-AILABS_ita_000638	ritrattodeldiavolo_05_barrili_f000447	Spinello era rimasto avvilito, quasi istupidito
M-AILABS_ita_000639	galatea_11_barrili_f000023	Essi, di certo, non usano andare che verso le undici alle loro batterie;
M-AILABS_ita_000640	ritrattodeldiavolo_12_barrili_f000484	--Fatevi animo, madonna; --diss'egli; --il tristo non potrà nulla contro voi.
M-AILABS_ita_000641	mattiapascal_08_pirandello_f000050	era già distrutta da un pezzo, e non da quel mio nuovo stato.
M-AILABS_ita_000642	mattiapascal_10_pirandello_f000043	racchiuso lì tra le braccia del portico maestoso, nel silenzio che pareva accresciuto dal continuo fragore delle due fontane.
M-AILABS_ita_000643	galatea_10_barrili_f000227	Se hanno spirito e cuore, accetteranno il vostro consiglio, perchè in verità le tre Berti sono molto carine
M-AILABS_ita_000644	galatea_01_barrili_f000102	Che ideale, poi! Se, col permesso del babbo, l'inglesina ci pigliasse in parola, e in carrozza, poveri a noi!--How do you do?
M-AILABS_ita_000645	imalavoglia_06_verga_f000110	Prima compare Mangiacarrubbe gli sferrò una pedata, perché lo zio Cola che aveva fatta la legge aveva parlato pel primo;
M-AILABS_ita_000646	galatea_18_barrili_f000112	Pilade si è chetato, e bada a noi colla sua solita flemma;
M-AILABS_ita_000647	meraviglieduemila_09_salgari_f000072	riceve dalla motrice tutta la forza che saccumula su due ruote collocate a prora e nascoste entro due nicchie aperte nella carena.
M-AILABS_ita_000648	meraviglieduemila_09_salgari_f000061	- Una vera nave da ghiaccio - disse Brandok, che guardava con viva curiosità. - Quante belle invenzioni!
M-AILABS_ita_000649	ritrattodeldiavolo_13_barrili_f000179	Ho voluto vedervi ed abbracciarvi ancora una volta, prima di andarmene ad patres.
M-AILABS_ita_000650	galatea_20_barrili_f000043	Buci lo ha meritato. Ha, veramente, corso il rischio di guastar sulla fine quello che aveva cominciato;
M-AILABS_ita_000651	meraviglieduemila_10_salgari_f000145	- Voi parlate del sole in questa stagione.
M-AILABS_ita_000652	mattiapascal_03_pirandello_f000134	Ma con Berto ci durava poco.
M-AILABS_ita_000653	mattiapascal_15_pirandello_f000442	lei dice bene;
M-AILABS_ita_000654	ritrattodeldiavolo_14_barrili_f000168	io non ho mai dimenticato questo spuntone, che so maneggiare, al bisogno, e che punge assai meglio della vostra lingua.
M-AILABS_ita_000655	galatea_16_barrili_f000210	Mi avvio, tagliando il monte a mezza costiera, e via via risalendo fino ad afferrarne la vetta
M-AILABS_ita_000656	meraviglieduemila_06_salgari_f000017	- Eppure, che cosa direste se io vi raccontassi che lidea di fare dei segnali a noi, nacque prima nel cervello dei martiani? - disse lastronomo.
M-AILABS_ita_000657	mattiapascal_18_pirandello_f000016	Si può esser sicuri che la sua fantasia si farà scrupolo prima di tutto di sanare con eroici rimedii l'assurdità di quel suicidio della signora Heintz
M-AILABS_ita_000658	mattiapascal_16_pirandello_f000288	No, caro mio: là, là; voglio le mie carte in regola, voglio risentirmi vivo,
M-AILABS_ita_000659	mattiapascal_04_pirandello_f000102	le aveva profferto d'andar via con lei, a casa sua: aveva due camerette pulite, con un terrazzino che guardava il mare
M-AILABS_ita_000660	meraviglieduemila_09_salgari_f000088	- Se noi non potremo resistere alle tensioni elettriche che si faranno sentire fortemente anche nelle grandi città europee, ci rifugeremo al polo.
M-AILABS_ita_000661	galatea_18_barrili_f000190	Deve essere stata una brutta legnata, e ne porterà per un po' di tempo l'insegna.
M-AILABS_ita_000662	ritrattodeldiavolo_05_barrili_f000296	Spinello, povero lui, si struggeva di rabbia e faceva ridere madonna Fiordalisa.
M-AILABS_ita_000663	mattiapascal_09_pirandello_f000031	Quegli si ritirò, ripetendo: - Ah già! ah già!
M-AILABS_ita_000664	galatea_13_barrili_f000119	e mettendo i gomiti sulla spalliera, potranno tenerla d'occhio quant'è lunga la strada.
M-AILABS_ita_000665	ritrattodeldiavolo_09_barrili_f000316	E in verità non aveva da risponder nulla, perchè messer Dardano gli dava tempo a pensare
M-AILABS_ita_000666	meraviglieduemila_08_salgari_f000157	attraversando i gelidi territori del Labrador.
M-AILABS_ita_000667	meraviglieduemila_10_salgari_f000040	- Vivono ancora nelle capanne di ghiaccio? - chiese Toby.
M-AILABS_ita_000668	mattiapascal_08_pirandello_f000194	Vivrò con me e di me, come ho vissuto finora!  Sì;
M-AILABS_ita_000669	galatea_18_barrili_f000154	e che in questi giorni ha dato prove di aver più giudizio di me.
M-AILABS_ita_000670	imalavoglia_09_verga_f000485	- Sì, sì, è vero;
M-AILABS_ita_000671	imalavoglia_09_verga_f000079	Adesso erano tutti una cosa con compare Tino
M-AILABS_ita_000672	galatea_19_barrili_f000239	Male. Ma noi non abbiamo paura, e possiamo dire al malandrino: ci accompagni pure, e beva il suo latte.
M-AILABS_ita_000673	la_contessa_di_karolystria_5_ghislanzoni_f000010	fu alla porta, l'aprì, e il visconte si trovò di faccia un giovinotto
M-AILABS_ita_000674	imalavoglia_11_verga_f000351	che si metteva a sedere davanti alla casa del nespolo, o aspettava le barche alla riva, e nemmeno il colèra la voleva, poveretta.
M-AILABS_ita_000675	mattiapascal_05_pirandello_f000398	altro, in gran copia, n'era poi sgorgato dal forellino alla tempia destra, su la rena gialla del viale, tutto raggrumato.
M-AILABS_ita_000676	galatea_11_barrili_f000065	--Sì, quantunque, sarebbe stato meglio rimanere al nostro posto.
M-AILABS_ita_000677	mattiapascal_15_pirandello_f000086	mi si sarebbe levato contro, furibondo.
M-AILABS_ita_000678	meraviglieduemila_02_salgari_f000120	- Vibra sempre con maggior forza.
M-AILABS_ita_000679	imalavoglia_14_verga_f000257	eh, padron Antoni, che disgrazia! Io son rimasto di sale quando lho saputo.
M-AILABS_ita_000680	ritrattodeldiavolo_03_barrili_f000057	prima che l'intonaco del muro potesse disseccarsi, e qual forza dovesse dare al colore
M-AILABS_ita_000681	meraviglieduemila_05_salgari_f000082	Capirete che queste macchine volanti non si possono caricare soverchiamente.
M-AILABS_ita_000682	imalavoglia_12_verga_f000002	Padron Antoni, ora che non gli era rimasto altri che Alessi pel governo della barca
M-AILABS_ita_000683	la_contessa_di_karolystria_8_ghislanzoni_f000052	--Toccatelo sul tasto della politica, disse il visconte sbadatamente
M-AILABS_ita_000684	galatea_14_barrili_f000184	ed anzi ne è la chiave di volta, dove scarseggiano le venditrici lusinghiere, onnipotenti, e le borse disposte a lasciarsi taglieggiare.
M-AILABS_ita_000685	mattiapascal_01_pirandello_f000044	sentirete.
M-AILABS_ita_000686	mattiapascal_04_pirandello_f000087	diventava di giorno in giorno più cupa e di più fosche maniere.
M-AILABS_ita_000687	ritrattodeldiavolo_04_barrili_f000110	--Eh!--ripigliò il Chiacchiera, che oramai era in ballo e voleva spendere il suo ultimo grosso;
M-AILABS_ita_000688	galatea_11_barrili_f000098	si son rassegnati a sorbirlo, ma trovandolo amaro.
M-AILABS_ita_000689	imalavoglia_10_verga_f000428	La Santuzza andava a confessarsi ogni domenica, e ci stava unora col naso alla graticola del confessionario
M-AILABS_ita_000690	galatea_06_barrili_f000157	si adatterà volentieri a veder giuocare alla palla;
M-AILABS_ita_000691	ritrattodeldiavolo_02_barrili_f000033	le pieghe così trite, che peggio non avrebbe fatto Cimabue nei suoi primi tentativi.
M-AILABS_ita_000692	ritrattodeldiavolo_01_barrili_f000030	Giotto, con nuova maniera, sciogliendo la figura umana dalle rigidezze dell'arte bisantina
M-AILABS_ita_000693	meraviglieduemila_18_salgari_f000210	Trenta o quaranta animali dal pelame fulvo e dalle folte criniere nerastre
M-AILABS_ita_000694	meraviglieduemila_03_salgari_f000020	Provate molta difficoltà a muovere la lingua?
M-AILABS_ita_000695	meraviglieduemila_07_salgari_f000078	- Ai vostri tempi a quanto ascendeva la popolazione del globo?
M-AILABS_ita_000696	ritrattodeldiavolo_09_barrili_f000111	--Rammento benissimo il discorso,--rispose Spinello,--ma io allora non ci ho pensato più che tanto.
M-AILABS_ita_000697	meraviglieduemila_10_salgari_f000074	Non si può dunque morire in pace? - E così fanno ancora? - disse Toby. - Lo vedete.
M-AILABS_ita_000698	ritrattodeldiavolo_05_barrili_f000210	--Madonna,--diss'egli a Fiordalisa quella medesima sera,--vostro padre desidera che io mi provi a ritrarre le vostre sembianze. Lo consentite voi?
M-AILABS_ita_000699	imalavoglia_12_verga_f000298	sudando ed affaticandosi! A giornata ci andava proprio perché il nonno ve lo conduceva, e non gli bastava ancora lanima di dir di no.
M-AILABS_ita_000700	la_contessa_di_karolystria_5_ghislanzoni_f000114	dichiarato olografo dal notaio, fosse redatto nei termini e modi dalla legge prescritti.
M-AILABS_ita_000701	mattiapascal_05_pirandello_f000324	Non ero in marsina, è vero, ma avevo un abito nero, da lutto, decentissimo.
M-AILABS_ita_000702	imalavoglia_07_verga_f000007	Quel giorno pioveva, e la strada era tutta una pozzanghera.
M-AILABS_ita_000703	galatea_19_barrili_f000228	--Oh, Lei!--esclamò la signorina.
M-AILABS_ita_000704	ritrattodeldiavolo_07_barrili_f000194	per dar mano a tutto il bisognevole in questa casa, dove pare che ci sia il finimondo.
M-AILABS_ita_000705	imalavoglia_12_verga_f000365	- Ma sì! Intanto don Michele si diverte colla Barbara, e con le altre che stanno nella via.
M-AILABS_ita_000706	galatea_16_barrili_f000274	--non sarebbe degna di Lei, questa fuga.
M-AILABS_ita_000707	imalavoglia_15_verga_f000146	e se li vedeva squagliare a poco a poco, borbottava: - Almeno se non ci fossi io non spendereste tanto.
M-AILABS_ita_000708	mattiapascal_15_pirandello_f000044	S'interruppe, come se si sentisse mancare il fiato;
M-AILABS_ita_000709	galatea_19_barrili_f000266	della partenza di una mi duole un pochino.
M-AILABS_ita_000710	ritrattodeldiavolo_01_barrili_f000217	Jacopo era un buon maestro e Spinello sentiva una gran voglia d'imparare.
M-AILABS_ita_000711	galatea_08_barrili_f000078	neanche l'andare attorno con un uomo che non è suo fratello, nè suo zio
M-AILABS_ita_000712	galatea_16_barrili_f000056	magari facendomi ingelosire un pochino di sè, per aver poi il merito di ritirarsi davanti a me, di lasciarmi il passo franco.
M-AILABS_ita_000713	imalavoglia_14_verga_f000420	colla faccia da minchione per tanto di coltellata che sera presa nello stomaco:
M-AILABS_ita_000714	galatea_19_barrili_f000069	Inutile il dire che combinai in casa anche Buci.
M-AILABS_ita_000715	imalavoglia_10_verga_f000524	- Almeno non si dice che mi mangio mezzo paese;
M-AILABS_ita_000716	imalavoglia_10_verga_f000068	- Stasera, - gli diceva il nonno, - la Maruzza ci farà trovare una bella fiammata e ci asciugheremo tutti.
M-AILABS_ita_000717	galatea_10_barrili_f000299	sotto il piede, un sentiero che mette nel bosco dei castagni, mi fa cambiare d'idea.
M-AILABS_ita_000718	meraviglieduemila_17_salgari_f000253	- Guarda dunque e va a riferire ai tuoi compagni quello che hai veduto - gli disse Jao.
M-AILABS_ita_000719	ritrattodeldiavolo_05_barrili_f000129	Dobbiamo noi rastiare l'intonaco e dipingere un altro Miracolo di san Donato?
M-AILABS_ita_000720	ritrattodeldiavolo_08_barrili_f000023	non fece altro che rinfrescare il dolore di un'altra morte, a cui essa era collegata, come l'effetto alla causa.
M-AILABS_ita_000721	la_contessa_di_karolystria_3_ghislanzoni_f000101	--Maledizione! Maledizione! ruggiva lo sventurato, avvoltolandosi sul pavimento.
M-AILABS_ita_000722	galatea_05_barrili_f000084	Terenzio Spazzòli mi ha dato ragione, osservando giudiziosamente che male servirebbe in questi luoghi l'alpenstock
M-AILABS_ita_000723	imalavoglia_08_verga_f000044	Compare Alfio diede la buona notte anche lui, e se ne tornò a mettere lasino nella stalla.
M-AILABS_ita_000724	ritrattodeldiavolo_06_barrili_f000023	--Il Buontalenti non poteva lasciar passar nè l'occhiata nè la risposta.
M-AILABS_ita_000725	imalavoglia_13_verga_f000543	che vi aspetta nellorto dietro la tettoia - Santa Maria, ora pro nobis! Signore Iddio perdonatemi!...
M-AILABS_ita_000726	ritrattodeldiavolo_01_barrili_f000122	e per la bontà intrinseca del dipinto e per il desiderio che aveva di entrare nella grazia dell'artefice.
M-AILABS_ita_000727	meraviglieduemila_18_salgari_f000254	- La nostra situazione minaccia di diventare disperata - disse il capitano.
M-AILABS_ita_000728	la_contessa_di_karolystria_3_ghislanzoni_f000116	che infine gli abiti del visconte erano stati rinviati alla foresta di Bathelmatt a mezzo di un guattero di buona volontà
M-AILABS_ita_000729	imalavoglia_14_verga_f000173	Voi aspettatelo sulluscio, che è meglio per lui.
M-AILABS_ita_000730	meraviglieduemila_08_salgari_f000109	Appena usciti dallo scompartimento, un uomo che gridava - signor Jacob Holker! - entrò nella galleria, portando due enormi valigie.
M-AILABS_ita_000731	imalavoglia_11_verga_f000167	- Dopo che avevano buttato le reti
M-AILABS_ita_000732	imalavoglia_07_verga_f000253	Adesso poi che era venuta la burrasca, e tutti lo lasciavano a strigliare quella mala bestia della folla
M-AILABS_ita_000733	mattiapascal_16_pirandello_f000182	Roberto era rimasto innanzi a me, turbato, quasi stordito.
M-AILABS_ita_000734	imalavoglia_15_verga_f000211	vi rispondo che non sapete un corno, tuttoché sapete di lettera.
M-AILABS_ita_000735	mattiapascal_05_pirandello_f000205	Perché ridevano i compagni?
M-AILABS_ita_000736	imalavoglia_02_verga_f000185	Le mamme, in crocchio nella strada, discorrevano anchesse di Alfio Mosca
M-AILABS_ita_000737	mattiapascal_03_pirandello_f000187	Come se fosse a casa sua.
M-AILABS_ita_000738	mattiapascal_07_pirandello_f000198	Prima a Nizza. Memorie confuse: Piazza Massena, la Promenade, Avenue de la Gare... Poi, a Torino.
M-AILABS_ita_000739	galatea_01_barrili_f000095	la grossa berlina a tre cavalli, coi bauli dietro e il postiglione alto a cassetta;
M-AILABS_ita_000740	imalavoglia_13_verga_f000088	ma adesso era libero di fare quello che gli pareva e piaceva, e aveva un po dimenticato come si cacciano insieme le parole nello scritto.
M-AILABS_ita_000741	mattiapascal_10_pirandello_f000361	La mia curiosità diventò più che mai viva;
M-AILABS_ita_000742	imalavoglia_09_verga_f000402	che le erano rimaste in casa peggio di casseruole appese
M-AILABS_ita_000743	imalavoglia_14_verga_f000053	- Stasera sei ubbriaco! ma ti farei vedere se ho paura di don Michele!
M-AILABS_ita_000744	mattiapascal_12_pirandello3_f000002	Quaranta giorni al bujo.
M-AILABS_ita_000745	mattiapascal_02_pirandello_f000138	in cui ci avevano messo per castigo prima dell'ora solita, riuscimmo a scovare una canna di stagno
M-AILABS_ita_000746	mattiapascal_14_pirandello_f000135	- Le par che stia bene? Ella si sforzò a guardarmi, e disse piano, riabbassando subito gli occhi:
M-AILABS_ita_000747	mattiapascal_13_pirandello_f000152	- La viechia mia, segnore, che se grata asì soto tute le sedie.
M-AILABS_ita_000748	imalavoglia_10_verga_f000299	Finalmente la stanzuccia cominciò a farsi bianca, e padron Antoni tornò a dire:
M-AILABS_ita_000749	imalavoglia_13_verga_f000349	- Mha detto di guardarti di Piedipapera, che per acchiappare un contrabbando bisogna dar la parte ad uno della combriccola.
M-AILABS_ita_000750	mattiapascal_05_pirandello_f000146	li posava a casaccio su un numero qualunque e, senza guardare, pinzandosi i peli dei baffetti nascenti aspettava che la boule cadesse;
